text,label
special k cereal,FoodIconWheat
mixed nut blend,FoodIconNut
thick frozen custard cone,FoodIconIceCream
flauta,FoodIconTaco
frozen dessert,FoodIconDessert
jumbo cookie,FoodIconCookie
chupa chups,FoodIconLollipop
hard shell taco,FoodIconTaco
whole cherries,FoodIconCherry
apple ring,FoodIconApple
shrimp and grits,FoodIconWheat
grilled grouper,FoodIconFish
build a salad,FoodIconSalad
bun mam fermented fish noodle,FoodIconRamen
taco truck,FoodIconTaco
whey protein scoop,FoodIconProtein
teff bread,FoodIconBread
cider donut,FoodIconDonut
fajita taco,FoodIconTaco
french 75,FoodIconMartini
cape cod drink,FoodIconMartini
fried chicken station,FoodIconChicken
smoothie of the day,FoodIconCupSoda
sweet bar dessert,FoodIconCake
beef patty,FoodIconBeef
froyo bowl granola,FoodIconIceCreamBowl
stuffed flounder,FoodIconFish
cantina options,FoodIconTaco
movie popcorn,FoodIconPopcorn
edible cookie dough,FoodIconCookie
swirl cone,FoodIconIceCream
seafood rice bowl sushi,FoodIconSushi
university dining,FoodIconChefHat
banana foster,FoodIconBanana
lobster bisque,FoodIconSoup
donut line,FoodIconDonut
grits,FoodIconWheat
almondine trout,FoodIconFish
biscotti,FoodIconCookie
kettle cooked popcorn,FoodIconPopcorn
arroz negro black rice squid,FoodIconRiceBowl
fresh squeezed lemonade,FoodIconCupSoda
meat free main,FoodIconVegan
martinelli's grape,FoodIconGrape
cacio e pepe,FoodIconPasta
sea snax,FoodIconSushi
shortbread,FoodIconCookie
nasi campur mixed rice,FoodIconRiceBowl
lyonnaise salad,FoodIconSalad
brie honey croissant,FoodIconCroissant
grape nuts,FoodIconWheat
quail egg deviled,FoodIconEgg
grape fruit,FoodIconGrape
sangiovese,FoodIconWine
chicken wings,FoodIconChicken
cracker assortment,FoodIconBread
mackerel,FoodIconFish
bellini,FoodIconMartini
lobster roll station,FoodIconSandwich
dessert,FoodIconDessert
campbell's soup microwave,FoodIconMicrowave
egg your way,FoodIconEgg
cashews,FoodIconNut
deli station,FoodIconSandwich
lake trout,FoodIconFish
tri color quinoa,FoodIconWheat
pasta carbonara,FoodIconPasta
soup bar,FoodIconSoup
mango paleta,FoodIconPopsicle
hot dog in bun,FoodIconHotDog
birch beer,FoodIconCupSoda
citrus salmon,FoodIconFish
casserole dish,FoodIconCookingPot
baked chicken breast meal,FoodIconChicken
red wine bottle,FoodIconBottleWine
candy corn,FoodIconCandy
smothered burrito,FoodIconBurrito
black forest ham slice,FoodIconHam
pedialyte,FoodIconGlassWater
cosmo,FoodIconMartini
sparkling lemonade,FoodIconCupSoda
flavored popcorn station,FoodIconPopcorn
tropical smoothie cafe,FoodIconCupSoda
shrimp pad thai,FoodIconShrimp
brown sugar chicken leg,FoodIconDrumstick
macchiato,FoodIconCoffee
sour cherry drink,FoodIconCherry
refrigerated snack,FoodIconRefrigerator
cream cheese spread,FoodIconChefHat
meat bar,FoodIconProtein
caprese salad,FoodIconSalad
roasted seaweed,FoodIconSushi
cheddar popcorn,FoodIconPopcorn
mulita,FoodIconBurrito
yellow banana,FoodIconBanana
watercress salad,FoodIconSalad
day after turkey soup,FoodIconCookingPot
turkey bologna,FoodIconHam
tuscan white bean soup,FoodIconSoup
napoleon pastry,FoodIconCroissant
fava beans,FoodIconBean
fridge meal,FoodIconRefrigerator
pizza bianca,FoodIconPizza
vegetable yakisoba,FoodIconRamen
morning egg bake,FoodIconEgg
whelk,FoodIconSnail
vesper martini,FoodIconMartini
seitan roast,FoodIconVegan
caramel corn,FoodIconPopcorn
poland spring,FoodIconGlassWater
animal fries,FoodIconFries
piece of cake,FoodIconCakeSlice
bananas,FoodIconBanana
mexican hot dog,FoodIconHotDog
matzo,FoodIconBread
cherry topping,FoodIconCherry
almond milk yogurt,FoodIconMilk
popsicle bar,FoodIconPopsicle
turkey drumsticks,FoodIconDrumstick
black sesame soft serve,FoodIconDessert
peanuts,FoodIconNut
lemon herb chicken breast,FoodIconChicken
baked tilapia,FoodIconFish
zestar apple,FoodIconApple
agua fresca station,FoodIconCupSoda
soft scrambled eggs,FoodIconEgg
baby carrot cup,FoodIconCarrot
soy sauce packet,FoodIconChefHat
protein smoothie made,FoodIconProtein
half and half,FoodIconCupSoda
peanut butter crackers,FoodIconNut
rxbar,FoodIconProtein
greek salad,FoodIconSalad
grilled steak,FoodIconBeef
smoked sausage,FoodIconHotDog
grape cluster,FoodIconGrape
slow fermented,FoodIconChefHat
coffee protein shake,FoodIconCoffee
cobb salad,FoodIconSalad
potato hash,FoodIconEgg
montreal poutine,FoodIconFries
rioja bottle,FoodIconBottleWine
cookie,FoodIconCookie
halo orange,FoodIconCitrus
pork bean burrito,FoodIconBurrito
mini babybel,FoodIconMilk
deli bar,FoodIconSandwich
barbecue sauce,FoodIconChefHat
dq blizzard,FoodIconDessert
fish feature,FoodIconFish
sparkling water station,FoodIconCupSoda
birria,FoodIconTaco
skinless frank,FoodIconHotDog
einkorn salad,FoodIconWheat
crescent pastry,FoodIconCroissant
dried pasta,FoodIconPasta
tex mex station,FoodIconTaco
agua fresca pop,FoodIconPopsicle
bbq wrap,FoodIconWrap
pain au chocolat,FoodIconCroissant
siu yuk crispy,FoodIconPork
nachos line,FoodIconTaco
vegetable lo mein,FoodIconRamen
arroz caldo,FoodIconRiceBowl
refrigerator items,FoodIconRefrigerator
hot dog station,FoodIconHotDog
crab nigiri,FoodIconSushi
hot dog cart,FoodIconHotDog
handcrafted,FoodIconChefHat
blackened salmon,FoodIconFish
hot dog special,FoodIconHotDog
sunny side up,FoodIconEggFried
bottle of pinot blanc,FoodIconBottleWine
maduros sweet fried,FoodIconBanana
living food dish,FoodIconVegan
green bowl,FoodIconVegan
fruit smoothie bar,FoodIconCupSoda
drumstick ice cream,FoodIconIceCreamSandwich
chobani yogurt,FoodIconMilk
coffee ice cream,FoodIconCoffee
cookie bites,FoodIconCookie
dairy milk,FoodIconMilk
atlantic cod,FoodIconFish
taco plate station,FoodIconTaco
maltagliati duck ragu,FoodIconPasta
cotton candy donut,FoodIconDonut
sol beer,FoodIconBeer
sweet potato casserole,FoodIconCookingPot
dagwood sandwich,FoodIconSandwich
orange soda,FoodIconCupSoda
white bean soup,FoodIconSoup
crispy tofu,FoodIconVegan
gingerbread cookie,FoodIconCookie
pozole,FoodIconSoup
cornbread,FoodIconBread
barbacoa taco,FoodIconTaco
popcorn bag,FoodIconPopcorn
drink station,FoodIconCupSoda
macadamia nuts,FoodIconNut
seafood buffet,FoodIconFish
egg station breakfast,FoodIconEgg
loaded fries,FoodIconFries
pea protein tofu,FoodIconVegan
fresh fruit plate,FoodIconApple
ranch water topo chico,FoodIconBeer
flatbread crackers,FoodIconBread
flounder fillet,FoodIconFish
egg protein snack,FoodIconEgg
salad line,FoodIconSalad
carnitas station,FoodIconPork
molletes,FoodIconSandwich
tofu pouch sushi,FoodIconSushi
sweet dessert,FoodIconDessert
microwave mac,FoodIconMicrowave
morning pastries,FoodIconCroissant
tuna poke,FoodIconFish
soup bar daily,FoodIconSoup
dragon bowl pitaya,FoodIconIceCreamBowl
energy bar,FoodIconProtein
beef tenderloin roasted,FoodIconBeef
tofu,FoodIconVegan
onigiri,FoodIconRiceBowl
amusement park ice cream,FoodIconIceCream
whole roasted turkey,FoodIconDrumstick
pop secret,FoodIconPopcorn
dessert station,FoodIconCake
skinless frankfurter,FoodIconHotDog
egg drop soup,FoodIconSoup
farmers market food,FoodIconShoppingBasket
breaded chicken,FoodIconChicken
potato puree,FoodIconCookingPot
sour strips,FoodIconCandy
almond croissant,FoodIconCroissant
chipotle chicken drumstick,FoodIconDrumstick
holiday candy cane,FoodIconCandyCane
oat milk,FoodIconMilk
country bread,FoodIconBread
hamachi yellowtail fillet,FoodIconFish
broken yolk egg,FoodIconEggFried
savory strata,FoodIconEgg
turkey club,FoodIconSandwich
infused water station,FoodIconCupSoda
ham brie croissant,FoodIconCroissant
halibut,FoodIconFish
lime curd,FoodIconCitrus
gala apple,FoodIconApple
pizza,FoodIconPizza
turkey carving station,FoodIconDrumstick
taquito,FoodIconTaco
cheesesteak station,FoodIconSandwich
mahi sandwich,FoodIconSandwich
in n out fry,FoodIconFries
liberty apple,FoodIconApple
chocolate covered cashews,FoodIconNut
entrée salad,FoodIconSalad
red globe grape,FoodIconGrape
whole egg protein,FoodIconEgg
cane shaped candy,FoodIconCandyCane
wafer cone,FoodIconIceCream
wendy's nuggets,FoodIconChicken
almond cookie,FoodIconCookie
white rice,FoodIconRiceBowl
beef with vegetables,FoodIconBeef
kebab station,FoodIconWrap
balsamic glazed drumstick,FoodIconDrumstick
fresh baked croissant,FoodIconCroissant
maple bacon donut,FoodIconDonut
salsa,FoodIconChefHat
cornbread muffin,FoodIconBread
cherry in syrup,FoodIconCherry
mini candy cane pack,FoodIconCandyCane
turkey thighs,FoodIconDrumstick
black cherry,FoodIconCherry
pork chop dinner,FoodIconPork
legume,FoodIconBean
lentil burger,FoodIconBurger
life cereal,FoodIconWheat
buffalo chicken wrap,FoodIconWrap
vegan bowl,FoodIconVegan
waiakea volcanic water,FoodIconGlassWater
peach iced tea,FoodIconCupSoda
a slice of cake,FoodIconCakeSlice
little smokies,FoodIconHotDog
boxed wine,FoodIconWine
creamy popsicle,FoodIconPopsicle
beef Wellington,FoodIconBeef
pantry staples,FoodIconShoppingBasket
plain frank,FoodIconHotDog
boiled beans,FoodIconBean
create your own salad,FoodIconSalad
vegetarian chili,FoodIconCookingPot
egusi soup,FoodIconSoup
carne tostada,FoodIconTaco
double cone station,FoodIconIceCream
residence hall dining,FoodIconChefHat
chips ahoy cookie,FoodIconCookie
marinated tempeh,FoodIconVegan
sriracha popcorn,FoodIconPopcorn
ocean vegetable,FoodIconSushi
pure egg white,FoodIconEgg
portuguese donut,FoodIconDonut
whopper,FoodIconBurger
stacked enchilada,FoodIconTaco
popcorn line,FoodIconPopcorn
seattle dog,FoodIconHotDog
fish taco,FoodIconTaco
horchata,FoodIconCupSoda
rice noodles,FoodIconRamen
queen conch,FoodIconSnail
double smash sandwich,FoodIconSandwich
pizza bar station menu,FoodIconPizza
daily harvest vegan,FoodIconVegan
amaranth,FoodIconWheat
dessert bar assortment,FoodIconCake
chicken filet,FoodIconChicken
daily fish,FoodIconFish
gelato bar,FoodIconDessert
breakfast,FoodIconUtensils
emmer wheat,FoodIconWheat
mccann's irish oats,FoodIconWheat
madeira bottle,FoodIconBottleWine
margherita pizza,FoodIconPizza
hand crafted,FoodIconChefHat
chicago dog line,FoodIconHotDog
parlor scoop cup,FoodIconIceCreamBowl
green sauce burrito,FoodIconBurrito
well done steak,FoodIconBeef
hash,FoodIconCookingPot
progresso soup microwavable,FoodIconMicrowave
water station,FoodIconCupSoda
tartine,FoodIconSandwich
plain croissant,FoodIconCroissant
chicken stir fry,FoodIconChicken
triple shot espresso,FoodIconCoffee
jamaican beef soup,FoodIconSoup
smoothie king smoothie,FoodIconCupSoda
stout,FoodIconBeer
dog in bun,FoodIconHotDog
food package,FoodIconShoppingBasket
session beer,FoodIconBeer
pitcher of water,FoodIconGlassWater
seaweed,FoodIconSushi
pumpkin spice oatmeal,FoodIconWheat
skirt steak,FoodIconBeef
pint of draft,FoodIconBeer
chili dog,FoodIconHotDog
beef short ribs,FoodIconBeef
cocktail frank,FoodIconHotDog
brown trout,FoodIconFish
seafood ramen,FoodIconRamen
pasta roni microwavable,FoodIconMicrowave
beef noodle soup taiwanese,FoodIconBeef
nutter butter,FoodIconCookie
kaiser roll,FoodIconBread
bento sushi,FoodIconSushi
dessert bar variety,FoodIconCake
beef lasagna filling,FoodIconBeef
real fruit bar,FoodIconPopsicle
willy's burrito,FoodIconBurrito
lettuce cup wrap,FoodIconWrap
alaskan pollock,FoodIconFish
dum dum,FoodIconLollipop
avgolemono chicken rice,FoodIconSoup
smartfood,FoodIconPopcorn
modelo especial,FoodIconBeer
gaufrette fry,FoodIconFries
mashed potatoes,FoodIconCookingPot
mini wheats,FoodIconWheat
fish of the day,FoodIconFish
roasted apple,FoodIconApple
seafood bar,FoodIconFish
kit kat,FoodIconCandy
pork line,FoodIconPork
combination fried rice,FoodIconRiceBowl
apple crisp,FoodIconApple
lemon cake,FoodIconCake
charcuterie platter,FoodIconHam
pizza bar,FoodIconPizza
glazed pecans,FoodIconNut
mediterranean station,FoodIconWrap
balsamic carrot,FoodIconCarrot
premium sashimi,FoodIconSushi
mini candy cane,FoodIconCandyCane
wet aged strip,FoodIconBeef
macadamia roasted,FoodIconNut
glass noodles,FoodIconRamen
ice cream plate,FoodIconIceCreamBowl
snails,FoodIconSnail
carottes vichy,FoodIconCarrot
acqua panna still,FoodIconGlassWater
giant chipwich,FoodIconIceCreamSandwich
pumpkin soup,FoodIconSoup
whipped cream station,FoodIconDessert
mini egg frittata,FoodIconEgg
cold brew bottle,FoodIconCoffee
hot cookie fresh baked,FoodIconCookie
roll station,FoodIconSandwich
food establishment,FoodIconUtensilsCrossed
dessert bar assorted,FoodIconCake
rice line,FoodIconRiceBowl
green lentil,FoodIconBean
oat milk yogurt,FoodIconMilk
cucumber soup,FoodIconSoup
red blend bottle,FoodIconBottleWine
cold borscht,FoodIconSoup
morning cereal,FoodIconWheat
dessert buffet,FoodIconCake
kettle corn station,FoodIconPopcorn
donut friend la,FoodIconDonut
moon drop grape,FoodIconGrape
picanha sirloin cap,FoodIconBeef
ice cream scoop on cone,FoodIconIceCream
soup line,FoodIconSoup
leftover refrigerated,FoodIconRefrigerator
freeze pop,FoodIconPopsicle
bar cookie,FoodIconCake
cold pressed juice,FoodIconCupSoda
jeyuk bokkeum,FoodIconPork
cold cuts station,FoodIconSandwich
three twins cone,FoodIconIceCream
panzanella pasta,FoodIconPasta
dole whip bar,FoodIconPopsicle
kolsch,FoodIconBeer
white zinfandel,FoodIconWine
cookie bar,FoodIconCookie
capicola,FoodIconHam
smoked deli turkey,FoodIconHam
butterscotch dip cone,FoodIconIceCream
jolly rancher,FoodIconCandy
chicken quarters,FoodIconDrumstick
ramen broth,FoodIconSoup
sour cherry,FoodIconCherry
sake don salmon rice,FoodIconRiceBowl
raw milk,FoodIconMilk
frozen cookie sandwich,FoodIconIceCreamSandwich
granola bar,FoodIconWheat
grande burrito,FoodIconBurrito
fresh juice,FoodIconCupSoda
macaroni station,FoodIconPasta
kraft cup mac,FoodIconMicrowave
local beer,FoodIconBeer
cheesecake,FoodIconCake
wellness water,FoodIconGlassWater
yogurt cup,FoodIconMilk
no bake cheesecake,FoodIconCake
rice crackers,FoodIconBread
cashew,FoodIconNut
self serve salad,FoodIconSalad
caribbean soup,FoodIconSoup
pacific donut,FoodIconDonut
egg salad,FoodIconSalad
daiya vegan,FoodIconVegan
turkey lunchmeat,FoodIconHam
flat round pop,FoodIconLollipop
movie popcorn large tub,FoodIconPopcorn
banana fresh,FoodIconBanana
kind bar,FoodIconProtein
fish and seafood station,FoodIconFish
stadium hot dog,FoodIconHotDog
jersey milk,FoodIconMilk
meal replacement bar,FoodIconProtein
santa fe burger,FoodIconBurger
pulled beef burrito,FoodIconBurrito
sweet treats station,FoodIconCake
chicken n waffles,FoodIconChicken
flatbread pizza station,FoodIconPizza
pink salmon,FoodIconFish
lobster salad roll,FoodIconSandwich
microwave kettle corn bag,FoodIconPopcorn
waffle dog,FoodIconHotDog
brined turkey,FoodIconDrumstick
ketchup,FoodIconChefHat
beef and bean burrito,FoodIconBurrito
butter croissant,FoodIconCroissant
cake donut,FoodIconDonut
one ingredient banana ice cream,FoodIconBanana
mixed food items,FoodIconShoppingBasket
kasha buckwheat,FoodIconWheat
honey yogurt,FoodIconMilk
uramaki,FoodIconSushi
chicago mix station,FoodIconPopcorn
ambrosia apple,FoodIconApple
rice,FoodIconRiceBowl
cake,FoodIconCake
merlot bottle,FoodIconBottleWine
smoothie bar,FoodIconCupSoda
quinoa bar,FoodIconRiceBowl
shareable popcorn bag,FoodIconPopcorn
seaweed sheets,FoodIconSushi
french toast line,FoodIconCroissant
plant based burger station,FoodIconBurger
boneless chicken thigh,FoodIconChicken
sesame bagel,FoodIconBread
eating out,FoodIconUtensilsCrossed
spicy chicken sandwich station,FoodIconSandwich
cuban espresso shot,FoodIconCoffee
ripe cherries,FoodIconCherry
bison burger,FoodIconBurger
soup pot station,FoodIconSoup
baked croissant,FoodIconCroissant
fuji apple,FoodIconApple
cup noodles,FoodIconRamen
japanese popcorn flavor,FoodIconPopcorn
workout bar,FoodIconProtein
latin station,FoodIconTaco
buffalo chicken station,FoodIconChicken
escargot de bourgogne garlic,FoodIconSnail
pancake bar,FoodIconCroissant
green pozole,FoodIconCookingPot
jolly time,FoodIconPopcorn
shrimp pad thai,FoodIconRamen
entremet,FoodIconCake
clam chowder,FoodIconSoup
turkey wing,FoodIconDrumstick
injera,FoodIconBread
jasmine rice station,FoodIconRiceBowl
mcdonalds mcnuggets,FoodIconChicken
house made,FoodIconChefHat
naan bread,FoodIconBread
condiment,FoodIconChefHat
chicken breast deli sliced,FoodIconHam
soy milk,FoodIconMilk
pork belly bao,FoodIconPork
roasted nuts,FoodIconNut
tuna station,FoodIconFish
no sugar added ice cream sandwich,FoodIconIceCreamSandwich
endive salad,FoodIconSalad
croissants,FoodIconCroissant
sliced apple,FoodIconApple
mango mojito,FoodIconMartini
smores cookie,FoodIconCookie
oven turkey,FoodIconDrumstick
nutrition bar,FoodIconProtein
follow your heart,FoodIconVegan
chili cheese dog,FoodIconHotDog
sherbet cone,FoodIconIceCream
cherry flavored,FoodIconCherry
boom chicka pop kettle,FoodIconPopcorn
paris brest,FoodIconCake
water crackers,FoodIconBread
meal item,FoodIconUtensils
staples,FoodIconShoppingBasket
cinnamon toast crunch,FoodIconWheat
kimchi fried rice,FoodIconRiceBowl
built bar strawberry,FoodIconProtein
mentsuyu udon,FoodIconRamen
saltine crackers,FoodIconBread
truly lemonade,FoodIconBeer
black pasta seafood,FoodIconPasta
minute maid lemonade,FoodIconCupSoda
huarache,FoodIconTaco
spicy mezcal,FoodIconMartini
quick oats,FoodIconWheat
ranch popcorn,FoodIconPopcorn
daily smoothie,FoodIconCupSoda
hot cereal station,FoodIconWheat
fresh roll station,FoodIconWrap
black russian,FoodIconMartini
fanta,FoodIconCupSoda
oven baked roll,FoodIconSushi
soup and bread station,FoodIconSoup
taco tuesday station,FoodIconTaco
yogurt tube,FoodIconMilk
fresh fruit bar,FoodIconApple
microwave burrito,FoodIconMicrowave
rice porridge,FoodIconRiceBowl
snickerdoodle,FoodIconCookie
flavored oatmeal instant,FoodIconWheat
soft serve,FoodIconDessert
calorie entry,FoodIconUtensils
quaker lower sugar oatmeal,FoodIconWheat
dessert bar,FoodIconCake
pulses,FoodIconBean
microwave corn,FoodIconMicrowave
pad thai,FoodIconRamen
